"gutenberg_id" "text"
"3021" 45 "“Now, don’t get into a fluster. And I do wish you wouldn’t use such long"
"3022" 45 "words. It sounds so funny in a little girl. I guess Diana ‘ll like you"
"3023" 45 "well enough. It’s her mother you’ve got to reckon with. If she doesn’t"
"3024" 45 "like you it won’t matter how much Diana does. If she has heard about"
"3025" 45 "your outburst to Mrs. Lynde and going to church with buttercups round"
"3026" 45 "your hat I don’t know what she’ll think of you. You must be polite and"
"3027" 45 "well behaved, and don’t make any of your startling speeches. For pity’s"
"3028" 45 "sake, if the child isn’t actually trembling!”"
"3029" 45 ""
"3030" 45 "Anne _was_ trembling. Her face was pale and tense."
"3031" 45 ""
"3032" 45 "“Oh, Marilla, you’d be excited, too, if you were going to meet a little"
"3033" 45 "girl you hoped to be your bosom friend and whose mother mightn’t like"
"3034" 45 "you,” she said as she hastened to get her hat."
"3035" 45 ""
"3036" 45 "They went over to Orchard Slope by the short cut across the brook and up"
"3037" 45 "the firry hill grove. Mrs. Barry came to the kitchen door in answer to"
"3038" 45 "Marilla’s knock. She was a tall black-eyed, black-haired woman, with a"
"3039" 45 "very resolute mouth. She had the reputation of being very strict with"
"3040" 45 "her children."
"3041" 45 ""
"3042" 45 "“How do you do, Marilla?” she said cordially. “Come in. And this is the"
"3043" 45 "little girl you have adopted, I suppose?”"
"3044" 45 ""
"3045" 45 "“Yes, this is Anne Shirley,” said Marilla."
"3046" 45 ""
"3047" 45 "“Spelled with an E,” gasped Anne, who, tremulous and excited as she was,"
"3048" 45 "was determined there should be no misunderstanding on that important"
"3049" 45 "point."
"3050" 45 ""
"3051" 45 "Mrs. Barry, not hearing or not comprehending, merely shook hands and"
"3052" 45 "said kindly:"
"3053" 45 ""
"3054" 45 "“How are you?”"
"3055" 45 ""
"3056" 45 "“I am well in body although considerable rumpled up in spirit, thank you"
"3057" 45 "ma’am,” said Anne gravely. Then aside to Marilla in an audible whisper,"
"3058" 45 "“There wasn’t anything startling in that, was there, Marilla?”"
"3059" 45 ""
"3060" 45 "Diana was sitting on the sofa, reading a book which she dropped when the"
"3061" 45 "callers entered. She was a very pretty little girl, with her mother’s"
"3062" 45 "black eyes and hair, and rosy cheeks, and the merry expression which was"
"3063" 45 "her inheritance from her father."
"3064" 45 ""
"3065" 45 "“This is my little girl Diana,” said Mrs. Barry. “Diana, you might take"
"3066" 45 "Anne out into the garden and show her your flowers. It will be better"
"3067" 45 "for you than straining your eyes over that book. She reads entirely"
"3068" 45 "too much--” this to Marilla as the little girls went out--“and I can’t"
"3069" 45 "prevent her, for her father aids and abets her. She’s always poring over"
"3070" 45 "a book. I’m glad she has the prospect of a playmate--perhaps it will"
"3071" 45 "take her more out-of-doors.”"
"3072" 45 ""
"3073" 45 "Outside in the garden, which was full of mellow sunset light streaming"
"3074" 45 "through the dark old firs to the west of it, stood Anne and Diana,"
"3075" 45 "gazing bashfully at each other over a clump of gorgeous tiger lilies."
"3076" 45 ""
"3077" 45 "The Barry garden was a bowery wilderness of flowers which would have"
"3078" 45 "delighted Anne’s heart at any time less fraught with destiny. It was"
"3079" 45 "encircled by huge old willows and tall firs, beneath which flourished"
"3080" 45 "flowers that loved the shade. Prim, right-angled paths neatly bordered"
"3081" 45 "with clamshells, intersected it like moist red ribbons and in the beds"
"3082" 45 "between old-fashioned flowers ran riot. There were rosy bleeding-hearts"
"3083" 45 "and great splendid crimson peonies; white, fragrant narcissi and thorny,"
"3084" 45 "sweet Scotch roses; pink and blue and white columbines and lilac-tinted"
"3085" 45 "Bouncing Bets; clumps of southernwood and ribbon grass and mint; purple"
"3086" 45 "Adam-and-Eve, daffodils, and masses of sweet clover white with its"
"3087" 45 "delicate, fragrant, feathery sprays; scarlet lightning that shot"
"3088" 45 "its fiery lances over prim white musk-flowers; a garden it was where"
"3089" 45 "sunshine lingered and bees hummed, and winds, beguiled into loitering,"
"3090" 45 "purred and rustled."
"3091" 45 ""
"3092" 45 "“Oh, Diana,” said Anne at last, clasping her hands and speaking almost"
"3093" 45 "in a whisper, “oh, do you think you can like me a little--enough to be"
"3094" 45 "my bosom friend?”"
"3095" 45 ""
"3096" 45 "Diana laughed. Diana always laughed before she spoke."
"3097" 45 ""
"3098" 45 "“Why, I guess so,” she said frankly. “I’m awfully glad you’ve come to"
"3099" 45 "live at Green Gables. It will be jolly to have somebody to play with."
"3100" 45 "There isn’t any other girl who lives near enough to play with, and I’ve"
"3101" 45 "no sisters big enough.”"
"3102" 45 ""
"3103" 45 "“Will you swear to be my friend forever and ever?” demanded Anne"
"3104" 45 "eagerly."
"3105" 45 ""
"3106" 45 "Diana looked shocked."
"3107" 45 ""
"3108" 45 "“Why it’s dreadfully wicked to swear,” she said rebukingly."
"3109" 45 ""
"3110" 45 "“Oh no, not my kind of swearing. There are two kinds, you know.”"
"3111" 45 ""
"3112" 45 "“I never heard of but one kind,” said Diana doubtfully."
"3113" 45 ""
"3114" 45 "“There really is another. Oh, it isn’t wicked at all. It just means"
"3115" 45 "vowing and promising solemnly.”"
"3116" 45 ""
"3117" 45 "“Well, I don’t mind doing that,” agreed Diana, relieved. “How do you do"
"3118" 45 "it?”"
"3119" 45 ""
"3120" 45 "“We must join hands--so,” said Anne gravely. “It ought to be over"
"3121" 45 "running water. We’ll just imagine this path is running water. I’ll"
"3122" 45 "repeat the oath first. I solemnly swear to be faithful to my bosom"
"3123" 45 "friend, Diana Barry, as long as the sun and moon shall endure. Now you"
"3124" 45 "say it and put my name in.”"
"3125" 45 ""
"3126" 45 "Diana repeated the “oath” with a laugh fore and aft. Then she said:"
"3127" 45 ""
"3128" 45 "“You’re a queer girl, Anne. I heard before that you were queer. But I"
"3129" 45 "believe I’m going to like you real well.”"
"3130" 45 ""
"3131" 45 "When Marilla and Anne went home Diana went with them as far as the log"
"3132" 45 "bridge. The two little girls walked with their arms about each other."
"3133" 45 "At the brook they parted with many promises to spend the next afternoon"
"3134" 45 "together."
"3135" 45 ""
"3136" 45 "“Well, did you find Diana a kindred spirit?” asked Marilla as they went"
"3137" 45 "up through the garden of Green Gables."
"3138" 45 ""
"3139" 45 "“Oh yes,” sighed Anne, blissfully unconscious of any sarcasm on"
"3140" 45 "Marilla’s part. “Oh Marilla, I’m the happiest girl on Prince Edward"
"3141" 45 "Island this very moment. I assure you I’ll say my prayers with a right"
"3142" 45 "good-will tonight. Diana and I are going to build a playhouse in Mr."
"3143" 45 "William Bell’s birch grove tomorrow. Can I have those broken pieces of"
"3144" 45 "china that are out in the woodshed? Diana’s birthday is in February and"
"3145" 45 "mine is in March. Don’t you think that is a very strange coincidence?"
"3146" 45 "Diana is going to lend me a book to read. She says it’s perfectly"
"3147" 45 "splendid and tremendously exciting. She’s going to show me a place back"
"3148" 45 "in the woods where rice lilies grow. Don’t you think Diana has got very"
"3149" 45 "soulful eyes? I wish I had soulful eyes. Diana is going to teach me to"
"3150" 45 "sing a song called ‘Nelly in the Hazel Dell.’ She’s going to give me a"
"3151" 45 "picture to put up in my room; it’s a perfectly beautiful picture, she"
"3152" 45 "says--a lovely lady in a pale blue silk dress. A sewing-machine agent"
"3153" 45 "gave it to her. I wish I had something to give Diana. I’m an inch taller"
"3154" 45 "than Diana, but she is ever so much fatter; she says she’d like to be"
"3155" 45 "thin because it’s so much more graceful, but I’m afraid she only said"
"3156" 45 "it to soothe my feelings. We’re going to the shore some day to gather"
"3157" 45 "shells. We have agreed to call the spring down by the log bridge the"
"3158" 45 "Dryad’s Bubble. Isn’t that a perfectly elegant name? I read a story"
"3159" 45 "once about a spring called that. A dryad is sort of a grown-up fairy, I"
"3160" 45 "think.”"
"3161" 45 ""
"3162" 45 "“Well, all I hope is you won’t talk Diana to death,” said Marilla. “But"
"3163" 45 "remember this in all your planning, Anne. You’re not going to play all"
"3164" 45 "the time nor most of it. You’ll have your work to do and it’ll have to"
"3165" 45 "be done first.”"
"3166" 45 ""
"3167" 45 "Anne’s cup of happiness was full, and Matthew caused it to overflow. He"
"3168" 45 "had just got home from a trip to the store at Carmody, and he sheepishly"
"3169" 45 "produced a small parcel from his pocket and handed it to Anne, with a"
"3170" 45 "deprecatory look at Marilla."
"3171" 45 ""
"3172" 45 "“I heard you say you liked chocolate sweeties, so I got you some,” he"
"3173" 45 "said."
"3174" 45 ""
"3175" 45 "“Humph,” sniffed Marilla. “It’ll ruin her teeth and stomach. There,"
"3176" 45 "there, child, don’t look so dismal. You can eat those, since Matthew"
"3177" 45 "has gone and got them. He’d better have brought you peppermints. They’re"
"3178" 45 "wholesomer. Don’t sicken yourself eating all them at once now.”"
"3179" 45 ""
"3180" 45 "“Oh, no, indeed, I won’t,” said Anne eagerly. “I’ll just eat one"
"3181" 45 "tonight, Marilla. And I can give Diana half of them, can’t I? The"
"3182" 45 "other half will taste twice as sweet to me if I give some to her. It’s"
"3183" 45 "delightful to think I have something to give her.”"
"3184" 45 ""
"3185" 45 "“I will say it for the child,” said Marilla when Anne had gone to"
"3186" 45 "her gable, “she isn’t stingy. I’m glad, for of all faults I detest"
"3187" 45 "stinginess in a child. Dear me, it’s only three weeks since she came,"
"3188" 45 "and it seems as if she’d been here always. I can’t imagine the place"
"3189" 45 "without her. Now, don’t be looking I told-you-so, Matthew. That’s bad"
"3190" 45 "enough in a woman, but it isn’t to be endured in a man. I’m perfectly"
"3191" 45 "willing to own up that I’m glad I consented to keep the child and that"
"3192" 45 "I’m getting fond of her, but don’t you rub it in, Matthew Cuthbert.”"
"3193" 45 ""
"3194" 45 ""
"3195" 45 ""
"3196" 45 "<CHAPTER XIII. The Delights of Anticipation>"
"3197" 45 ""
"3198" 45 ""
"3199" 45 "IT’S time Anne was in to do her sewing,” said Marilla, glancing at the"
"3200" 45 "clock and then out into the yellow August afternoon where everything"
"3201" 45 "drowsed in the heat. “She stayed playing with Diana more than half an"
"3202" 45 "hour more ‘n I gave her leave to; and now she’s perched out there on"
"3203" 45 "the woodpile talking to Matthew, nineteen to the dozen, when she knows"
"3204" 45 "perfectly well she ought to be at her work. And of course he’s listening"
"3205" 45 "to her like a perfect ninny. I never saw such an infatuated man."
"3206" 45 "The more she talks and the odder the things she says, the more he’s"
"3207" 45 "delighted evidently. Anne Shirley, you come right in here this minute,"
"3208" 45 "do you hear me!”"
"3209" 45 ""
"3210" 45 "A series of staccato taps on the west window brought Anne flying in from"
"3211" 45 "the yard, eyes shining, cheeks faintly flushed with pink, unbraided hair"
"3212" 45 "streaming behind her in a torrent of brightness."
"3213" 45 ""
"3214" 45 "“Oh, Marilla,” she exclaimed breathlessly, “there’s going to be a"
"3215" 45 "Sunday-school picnic next week--in Mr. Harmon Andrews’s field, right"
"3216" 45 "near the lake of Shining Waters. And Mrs. Superintendent Bell and Mrs."
"3217" 45 "Rachel Lynde are going to make ice cream--think of it, Marilla--_ice"
"3218" 45 "cream!_ And, oh, Marilla, can I go to it?”"
"3219" 45 ""
"3220" 45 "“Just look at the clock, if you please, Anne. What time did I tell you"
"3221" 45 "to come in?”"
"3222" 45 ""
"3223" 45 "“Two o’clock--but isn’t it splendid about the picnic, Marilla? Please"
"3224" 45 "can I go? Oh, I’ve never been to a picnic--I’ve dreamed of picnics, but"
"3225" 45 "I’ve never--”"
"3226" 45 ""
"3227" 45 "“Yes, I told you to come at two o’clock. And it’s a quarter to three."
"3228" 45 "I’d like to know why you didn’t obey me, Anne.”"
"3229" 45 ""
"3230" 45 "“Why, I meant to, Marilla, as much as could be. But you have no idea"
"3231" 45 "how fascinating Idlewild is. And then, of course, I had to tell Matthew"
"3232" 45 "about the picnic. Matthew is such a sympathetic listener. Please can I"
"3233" 45 "go?”"
"3234" 45 ""
"3235" 45 "“You’ll have to learn to resist the fascination of"
"3236" 45 "Idle-whatever-you-call-it. When I tell you to come in at a certain time"
"3237" 45 "I mean that time and not half an hour later. And you needn’t stop to"
"3238" 45 "discourse with sympathetic listeners on your way, either. As for the"
"3239" 45 "picnic, of course you can go. You’re a Sunday-school scholar, and it’s"
"3240" 45 "not likely I’d refuse to let you go when all the other little girls are"
"3241" 45 "going.”"
"3242" 45 ""
"3243" 45 "“But--but,” faltered Anne, “Diana says that everybody must take a basket"
"3244" 45 "of things to eat. I can’t cook, as you know, Marilla, and--and--I don’t"
"3245" 45 "mind going to a picnic without puffed sleeves so much, but I’d feel"
"3246" 45 "terribly humiliated if I had to go without a basket. It’s been preying"
"3247" 45 "on my mind ever since Diana told me.”"
"3248" 45 ""
"3249" 45 "“Well, it needn’t prey any longer. I’ll bake you a basket.”"
"3250" 45 ""
"3251" 45 "“Oh, you dear good Marilla. Oh, you are so kind to me. Oh, I’m so much"
"3252" 45 "obliged to you.”"
"3253" 45 ""
"3254" 45 "Getting through with her “ohs” Anne cast herself into Marilla’s arms and"
"3255" 45 "rapturously kissed her sallow cheek. It was the first time in her whole"
"3256" 45 "life that childish lips had voluntarily touched Marilla’s face. Again"
"3257" 45 "that sudden sensation of startling sweetness thrilled her. She was"
"3258" 45 "secretly vastly pleased at Anne’s impulsive caress, which was probably"
"3259" 45 "the reason why she said brusquely:"
"3260" 45 ""
"3261" 45 "“There, there, never mind your kissing nonsense. I’d sooner see you"
"3262" 45 "doing strictly as you’re told. As for cooking, I mean to begin giving"
"3263" 45 "you lessons in that some of these days. But you’re so featherbrained,"
"3264" 45 "Anne, I’ve been waiting to see if you’d sober down a little and learn"
"3265" 45 "to be steady before I begin. You’ve got to keep your wits about you in"
"3266" 45 "cooking and not stop in the middle of things to let your thoughts rove"
"3267" 45 "all over creation. Now, get out your patchwork and have your square done"
"3268" 45 "before teatime.”"
"3269" 45 ""
"3270" 45 "“I do _not_ like patchwork,” said Anne dolefully, hunting out her"
"3271" 45 "workbasket and sitting down before a little heap of red and white"
"3272" 45 "diamonds with a sigh. “I think some kinds of sewing would be nice; but"
"3273" 45 "there’s no scope for imagination in patchwork. It’s just one little seam"
"3274" 45 "after another and you never seem to be getting anywhere. But of course"
"3275" 45 "I’d rather be Anne of Green Gables sewing patchwork than Anne of any"
"3276" 45 "other place with nothing to do but play. I wish time went as quick"
"3277" 45 "sewing patches as it does when I’m playing with Diana, though. Oh, we"
"3278" 45 "do have such elegant times, Marilla. I have to furnish most of the"
"3279" 45 "imagination, but I’m well able to do that. Diana is simply perfect in"
"3280" 45 "every other way. You know that little piece of land across the brook"
"3281" 45 "that runs up between our farm and Mr. Barry’s. It belongs to Mr. William"
"3282" 45 "Bell, and right in the corner there is a little ring of white birch"
"3283" 45 "trees--the most romantic spot, Marilla. Diana and I have our playhouse"
"3284" 45 "there. We call it Idlewild. Isn’t that a poetical name? I assure you it"
"3285" 45 "took me some time to think it out. I stayed awake nearly a whole night"
"3286" 45 "before I invented it. Then, just as I was dropping off to sleep, it came"
"3287" 45 "like an inspiration. Diana was _enraptured_ when she heard it. We have got"
"3288" 45 "our house fixed up elegantly. You must come and see it, Marilla--won’t"
"3289" 45 "you? We have great big stones, all covered with moss, for seats, and"
"3290" 45 "boards from tree to tree for shelves. And we have all our dishes on"
"3291" 45 "them. Of course, they’re all broken but it’s the easiest thing in the"
"3292" 45 "world to imagine that they are whole. There’s a piece of a plate with a"
"3293" 45 "spray of red and yellow ivy on it that is especially beautiful. We keep"
"3294" 45 "it in the parlor and we have the fairy glass there, too. The fairy glass"
"3295" 45 "is as lovely as a dream. Diana found it out in the woods behind their"
"3296" 45 "chicken house. It’s all full of rainbows--just little young rainbows"
"3297" 45 "that haven’t grown big yet--and Diana’s mother told her it was broken"
"3298" 45 "off a hanging lamp they once had. But it’s nice to imagine the fairies"
"3299" 45 "lost it one night when they had a ball, so we call it the fairy glass."
"3300" 45 "Matthew is going to make us a table. Oh, we have named that little round"
"3301" 45 "pool over in Mr. Barry’s field Willowmere. I got that name out of the"
"3302" 45 "book Diana lent me. That was a thrilling book, Marilla. The heroine"
"3303" 45 "had five lovers. I’d be satisfied with one, wouldn’t you? She was very"
"3304" 45 "handsome and she went through great tribulations. She could faint as"
"3305" 45 "easy as anything. I’d love to be able to faint, wouldn’t you, Marilla?"
"3306" 45 "It’s so romantic. But I’m really very healthy for all I’m so thin. I"
"3307" 45 "believe I’m getting fatter, though. Don’t you think I am? I look at my"
"3308" 45 "elbows every morning when I get up to see if any dimples are coming."
"3309" 45 "Diana is having a new dress made with elbow sleeves. She is going to"
"3310" 45 "wear it to the picnic. Oh, I do hope it will be fine next Wednesday. I"
"3311" 45 "don’t feel that I could endure the disappointment if anything happened"
"3312" 45 "to prevent me from getting to the picnic. I suppose I’d live through it,"
"3313" 45 "but I’m certain it would be a lifelong sorrow. It wouldn’t matter if"
"3314" 45 "I got to a hundred picnics in after years; they wouldn’t make up for"
"3315" 45 "missing this one. They’re going to have boats on the Lake of Shining"
"3316" 45 "Waters--and ice cream, as I told you. I have never tasted ice cream."
"3317" 45 "Diana tried to explain what it was like, but I guess ice cream is one of"
"3318" 45 "those things that are beyond imagination.”"
"3319" 45 ""
"3320" 45 "“Anne, you have talked even on for ten minutes by the clock,” said"
"3321" 45 "Marilla. “Now, just for curiosity’s sake, see if you can hold your"
"3322" 45 "tongue for the same length of time.”"
"3323" 45 ""
"3324" 45 "Anne held her tongue as desired. But for the rest of the week she talked"
"3325" 45 "picnic and thought picnic and dreamed picnic. On Saturday it rained and"
"3326" 45 "she worked herself up into such a frantic state lest it should keep"
"3327" 45 "on raining until and over Wednesday that Marilla made her sew an extra"
"3328" 45 "patchwork square by way of steadying her nerves."
"3329" 45 ""
"3330" 45 "On Sunday Anne confided to Marilla on the way home from church that she"
"3331" 45 "grew actually cold all over with excitement when the minister announced"
"3332" 45 "the picnic from the pulpit."
"3333" 45 ""
"3334" 45 "“Such a thrill as went up and down my back, Marilla! I don’t think I’d"
"3335" 45 "ever really believed until then that there was honestly going to be"
"3336" 45 "a picnic. I couldn’t help fearing I’d only imagined it. But when a"
"3337" 45 "minister says a thing in the pulpit you just have to believe it.”"
"3338" 45 ""
"3339" 45 "“You set your heart too much on things, Anne,” said Marilla, with a"
"3340" 45 "sigh. “I’m afraid there’ll be a great many disappointments in store for"
"3341" 45 "you through life.”"
"3342" 45 ""
"3343" 45 "“Oh, Marilla, looking forward to things is half the pleasure of them,”"
"3344" 45 " exclaimed Anne. “You mayn’t get the things themselves; but nothing can"
"3345" 45 "prevent you from having the fun of looking forward to them. Mrs."
"3346" 45 "Lynde says, ‘Blessed are they who expect nothing for they shall not be"
"3347" 45 "disappointed.’ But I think it would be worse to expect nothing than to"
"3348" 45 "be disappointed.”"
"3349" 45 ""
"3350" 45 "Marilla wore her amethyst brooch to church that day as usual. Marilla"
"3351" 45 "always wore her amethyst brooch to church. She would have thought it"
"3352" 45 "rather sacrilegious to leave it off--as bad as forgetting her Bible or"
"3353" 45 "her collection dime. That amethyst brooch was Marilla’s most treasured"
"3354" 45 "possession. A seafaring uncle had given it to her mother who in turn"
"3355" 45 "had bequeathed it to Marilla. It was an old-fashioned oval, containing"
"3356" 45 "a braid of her mother’s hair, surrounded by a border of very fine"
"3357" 45 "amethysts. Marilla knew too little about precious stones to realize how"
"3358" 45 "fine the amethysts actually were; but she thought them very beautiful"
"3359" 45 "and was always pleasantly conscious of their violet shimmer at her"
"3360" 45 "throat, above her good brown satin dress, even although she could not"
"3361" 45 "see it."
"3362" 45 ""
"3363" 45 "Anne had been smitten with delighted admiration when she first saw that"
"3364" 45 "brooch."
"3365" 45 ""
"3366" 45 "“Oh, Marilla, it’s a perfectly elegant brooch. I don’t know how you"
"3367" 45 "can pay attention to the sermon or the prayers when you have it on. I"
"3368" 45 "couldn’t, I know. I think amethysts are just sweet. They are what I used"
"3369" 45 "to think diamonds were like. Long ago, before I had ever seen a diamond,"
"3370" 45 "I read about them and I tried to imagine what they would be like. I"
"3371" 45 "thought they would be lovely glimmering purple stones. When I saw a"
"3372" 45 "real diamond in a lady’s ring one day I was so disappointed I cried. Of"
"3373" 45 "course, it was very lovely but it wasn’t my idea of a diamond. Will you"
"3374" 45 "let me hold the brooch for one minute, Marilla? Do you think amethysts"
"3375" 45 "can be the souls of good violets?”"
"3376" 45 ""
"3377" 45 ""
"3378" 45 ""
"3379" 45 ""
"3380" 45 "<CHAPTER XIV. Anne’s Confession>"
"3381" 45 ""
"3382" 45 ""
"3383" 45 "ON the Monday evening before the picnic Marilla came down from her room"
"3384" 45 "with a troubled face."
"3385" 45 ""
"3386" 45 "“Anne,” she said to that small personage, who was shelling peas by the"
"3387" 45 "spotless table and singing, “Nelly of the Hazel Dell” with a vigor and"
"3388" 45 "expression that did credit to Diana’s teaching, “did you see anything"
"3389" 45 "of my amethyst brooch? I thought I stuck it in my pincushion when I came"
"3390" 45 "home from church yesterday evening, but I can’t find it anywhere.”"
"3391" 45 ""
"3392" 45 "“I--I saw it this afternoon when you were away at the Aid Society,” said"
"3393" 45 "Anne, a little slowly. “I was passing your door when I saw it on the"
"3394" 45 "cushion, so I went in to look at it.”"
"3395" 45 ""
"3396" 45 "“Did you touch it?” said Marilla sternly."
"3397" 45 ""
"3398" 45 "“Y-e-e-s,” admitted Anne, “I took it up and I pinned it on my breast"
"3399" 45 "just to see how it would look.”"
"3400" 45 ""
"3401" 45 "“You had no business to do anything of the sort. It’s very wrong in a"
"3402" 45 "little girl to meddle. You shouldn’t have gone into my room in the first"
"3403" 45 "place and you shouldn’t have touched a brooch that didn’t belong to you"
"3404" 45 "in the second. Where did you put it?”"
"3405" 45 ""
"3406" 45 "“Oh, I put it back on the bureau. I hadn’t it on a minute. Truly, I"
"3407" 45 "didn’t mean to meddle, Marilla. I didn’t think about its being wrong to"
"3408" 45 "go in and try on the brooch; but I see now that it was and I’ll never"
"3409" 45 "do it again. That’s one good thing about me. I never do the same naughty"
"3410" 45 "thing twice.”"
"3411" 45 ""
"3412" 45 "“You didn’t put it back,” said Marilla. “That brooch isn’t anywhere on"
"3413" 45 "the bureau. You’ve taken it out or something, Anne.”"
"3414" 45 ""
"3415" 45 "“I did put it back,” said Anne quickly--pertly, Marilla thought. “I"
"3416" 45 "don’t just remember whether I stuck it on the pincushion or laid it in"
"3417" 45 "the china tray. But I’m perfectly certain I put it back.”"
"3418" 45 ""
"3419" 45 "“I’ll go and have another look,” said Marilla, determining to be just."
"3420" 45 "“If you put that brooch back it’s there still. If it isn’t I’ll know you"
"3421" 45 "didn’t, that’s all!”"
"3422" 45 ""
"3423" 45 "Marilla went to her room and made a thorough search, not only over the"
"3424" 45 "bureau but in every other place she thought the brooch might possibly"
"3425" 45 "be. It was not to be found and she returned to the kitchen."
"3426" 45 ""
"3427" 45 "“Anne, the brooch is gone. By your own admission you were the last"
"3428" 45 "person to handle it. Now, what have you done with it? Tell me the truth"
"3429" 45 "at once. Did you take it out and lose it?”"
"3430" 45 ""
"3431" 45 "“No, I didn’t,” said Anne solemnly, meeting Marilla’s angry gaze"
"3432" 45 "squarely. “I never took the brooch out of your room and that is the"
"3433" 45 "truth, if I was to be led to the block for it--although I’m not very"
"3434" 45 "certain what a block is. So there, Marilla.”"
"3435" 45 ""
"3436" 45 "Anne’s “so there” was only intended to emphasize her assertion, but"
"3437" 45 "Marilla took it as a display of defiance."
"3438" 45 ""
"3439" 45 "“I believe you are telling me a falsehood, Anne,” she said sharply. “I"
"3440" 45 "know you are. There now, don’t say anything more unless you are prepared"
"3441" 45 "to tell the whole truth. Go to your room and stay there until you are"
"3442" 45 "ready to confess.”"
"3443" 45 ""
"3444" 45 "“Will I take the peas with me?” said Anne meekly."
"3445" 45 ""
"3446" 45 "“No, I’ll finish shelling them myself. Do as I bid you.”"
"3447" 45 ""
"3448" 45 "When Anne had gone Marilla went about her evening tasks in a very"
"3449" 45 "disturbed state of mind. She was worried about her valuable brooch. What"
"3450" 45 "if Anne had lost it? And how wicked of the child to deny having taken"
"3451" 45 "it, when anybody could see she must have! With such an innocent face,"
"3452" 45 "too!"
"3453" 45 ""
"3454" 45 "“I don’t know what I wouldn’t sooner have had happen,” thought Marilla,"
"3455" 45 "as she nervously shelled the peas. “Of course, I don’t suppose she meant"
"3456" 45 "to steal it or anything like that. She’s just taken it to play with"
"3457" 45 "or help along that imagination of hers. She must have taken it, that’s"
"3458" 45 "clear, for there hasn’t been a soul in that room since she was in it, by"
"3459" 45 "her own story, until I went up tonight. And the brooch is gone, there’s"
"3460" 45 "nothing surer. I suppose she has lost it and is afraid to own up for"
"3461" 45 "fear she’ll be punished. It’s a dreadful thing to think she tells"
"3462" 45 "falsehoods. It’s a far worse thing than her fit of temper. It’s a"
"3463" 45 "fearful responsibility to have a child in your house you can’t trust."
"3464" 45 "Slyness and untruthfulness--that’s what she has displayed. I declare I"
"3465" 45 "feel worse about that than about the brooch. If she’d only have told the"
"3466" 45 "truth about it I wouldn’t mind so much.”"
"3467" 45 ""
"3468" 45 "Marilla went to her room at intervals all through the evening and"
"3469" 45 "searched for the brooch, without finding it. A bedtime visit to the"
"3470" 45 "east gable produced no result. Anne persisted in denying that she knew"
"3471" 45 "anything about the brooch but Marilla was only the more firmly convinced"
"3472" 45 "that she did."
"3473" 45 ""
"3474" 45 "She told Matthew the story the next morning. Matthew was confounded and"
"3475" 45 "puzzled; he could not so quickly lose faith in Anne but he had to admit"
"3476" 45 "that circumstances were against her."
"3477" 45 ""
"3478" 45 "“You’re sure it hasn’t fell down behind the bureau?” was the only"
"3479" 45 "suggestion he could offer."
"3480" 45 ""
"3481" 45 "“I’ve moved the bureau and I’ve taken out the drawers and I’ve looked"
"3482" 45 "in every crack and cranny” was Marilla’s positive answer. “The brooch"
"3483" 45 "is gone and that child has taken it and lied about it. That’s the plain,"
"3484" 45 "ugly truth, Matthew Cuthbert, and we might as well look it in the face.”"
"3485" 45 ""
"3486" 45 "“Well now, what are you going to do about it?” Matthew asked forlornly,"
"3487" 45 "feeling secretly thankful that Marilla and not he had to deal with the"
"3488" 45 "situation. He felt no desire to put his oar in this time."
"3489" 45 ""
"3490" 45 "“She’ll stay in her room until she confesses,” said Marilla grimly,"
"3491" 45 "remembering the success of this method in the former case. “Then we’ll"
"3492" 45 "see. Perhaps we’ll be able to find the brooch if she’ll only tell"
"3493" 45 "where she took it; but in any case she’ll have to be severely punished,"
"3494" 45 "Matthew.”"
"3495" 45 ""
"3496" 45 "“Well now, you’ll have to punish her,” said Matthew, reaching for his"
"3497" 45 "hat. “I’ve nothing to do with it, remember. You warned me off yourself.”"
"3498" 45 ""
"3499" 45 "Marilla felt deserted by everyone. She could not even go to Mrs. Lynde"
"3500" 45 "for advice. She went up to the east gable with a very serious face and"
"3501" 45 "left it with a face more serious still. Anne steadfastly refused to"
"3502" 45 "confess. She persisted in asserting that she had not taken the brooch."
"3503" 45 "The child had evidently been crying and Marilla felt a pang of pity"
"3504" 45 "which she sternly repressed. By night she was, as she expressed it,"
"3505" 45 "“beat out.”"
"3506" 45 ""
"3507" 45 "“You’ll stay in this room until you confess, Anne. You can make up your"
"3508" 45 "mind to that,” she said firmly."
"3509" 45 ""
"3510" 45 "“But the picnic is tomorrow, Marilla,” cried Anne. “You won’t keep me"
"3511" 45 "from going to that, will you? You’ll just let me out for the afternoon,"
"3512" 45 "won’t you? Then I’ll stay here as long as you like _afterwards_"
"3513" 45 "cheerfully. But I _must_ go to the picnic.”"
"3514" 45 ""
"3515" 45 "“You’ll not go to picnics nor anywhere else until you’ve confessed,"
"3516" 45 "Anne.”"
"3517" 45 ""
"3518" 45 "“Oh, Marilla,” gasped Anne."
"3519" 45 ""
"3520" 45 "But Marilla had gone out and shut the door."
"3521" 45 ""
"3522" 45 "Wednesday morning dawned as bright and fair as if expressly made to"
"3523" 45 "order for the picnic. Birds sang around Green Gables; the Madonna lilies"
"3524" 45 "in the garden sent out whiffs of perfume that entered in on viewless"
"3525" 45 "winds at every door and window, and wandered through halls and rooms"
"3526" 45 "like spirits of benediction. The birches in the hollow waved joyful"
